epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
1,2.86451506917559,7.383882493052798,2.866656255722046,8.472222222222221,0.001,56.33036136627197
2,2.8094053364973686,9.567288606589917,2.7771044545703463,11.25,0.001,56.3450710773468
3,2.6974091168763668,12.901945216355697,2.648115114370982,15.0,0.001,56.44367265701294
4,2.499304364531132,16.911472806669313,2.4819555613729687,18.88888888888889,0.001,56.677921295166016
5,2.386190759231761,19.650655021834062,2.3767800039715237,20.694444444444443,0.001,56.670933961868286
6,2.283525044504448,22.94561333862644,2.3049461788601344,24.444444444444443,0.001,56.80575227737427
7,2.1882174952061417,24.533545057562524,2.275164341926575,24.305555555555557,0.001,56.82945156097412
8,2.0968012263633846,26.83604605001985,2.2788994272549945,28.055555555555557,0.001,56.75374150276184
9,2.037604452835846,29.138547042477175,2.151703242460887,29.444444444444443,0.001,56.83415722846985
10,1.9614129492383763,31.163159984120682,2.0809060553709666,30.555555555555557,0.001,56.91073513031006
11,1.9191105697968025,30.92497022628027,2.031858216391669,32.22222222222222,0.001,56.93027424812317
12,1.8391624245675795,35.29178245335451,1.9855560428566403,33.333333333333336,0.001,57.009639263153076
13,1.8072660342243372,35.60936879714172,2.024458569288254,32.5,0.001,56.995705366134644
14,1.7741806432811833,37.157602223104405,1.9037634876039293,37.22222222222222,0.001,56.87942862510681
15,1.6777345938737451,40.61135371179039,1.9297931472460428,37.5,0.001,56.95427846908569
16,1.6414196205404175,42.04049225883287,1.8935586200820076,36.25,0.001,57.02645778656006
17,1.5748862383998827,43.707820563715764,1.8632523861196306,36.25,0.001,56.99639701843262
18,1.5395034734764568,45.05756252481143,1.871569315592448,37.361111111111114,0.001,57.04921364784241
19,1.48242909442626,47.479158396188964,1.861672153075536,37.22222222222222,0.001,57.02193069458008
20,1.425849443108565,49.42437475188567,1.8878235949410334,36.111111111111114,0.001,57.030012130737305
21,1.360357907235788,51.329892814608975,1.763875401682324,40.138888888888886,0.001,57.02701377868652
22,1.30091768070174,53.6720921000397,1.8036131226354175,38.47222222222222,0.001,57.04833793640137
23,1.2474225354412332,55.657006748709804,1.739251627193557,44.30555555555556,0.001,57.0944619178772
24,1.1798164316139887,56.33187772925764,1.7011293086740706,44.30555555555556,0.001,57.08239269256592
25,1.1264264228184009,59.706232631996826,1.7132321228583653,44.30555555555556,0.001,57.060439348220825
