epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
1,2.901520028574309,5.00198491464867,2.890794457329644,5.555555555555555,0.001,75.54575490951538
2,2.9049682702370796,5.160778086542279,2.8921024322509767,5.555555555555555,0.001,75.42624187469482
3,2.8951420966667425,5.6371576022231045,2.8960003349516126,5.555555555555555,0.001,75.79004979133606
4,2.896848133983665,4.8034934497816595,2.8908061742782594,5.555555555555555,0.001,76.04796171188354
5,2.8946891467028926,5.240174672489083,2.8908544540405274,5.555555555555555,0.001,76.13160967826843
6,2.89499641647884,5.5577610162763005,2.8992098516888087,5.555555555555555,0.001,76.14503717422485
7,2.8997004673849167,5.518062723302898,2.892334450615777,5.555555555555555,0.0005,76.25639271736145
8,2.8925362645089034,5.041683207622072,2.890502995914883,5.555555555555555,0.0005,76.19313049316406
9,2.8914492857176994,4.208019055180627,2.890467063585917,5.555555555555555,0.0005,76.14567017555237
10,2.8924899380469236,5.00198491464867,2.891748971409268,5.555555555555555,0.0005,76.26515531539917
11,2.8926095915200363,4.684398570861453,2.890640476014879,5.555555555555555,0.0005,76.05329823493958
12,2.8921678495956065,5.200476379515681,2.8904525730344983,5.555555555555555,0.0005,76.16011595726013
13,2.8960416295217017,5.478364430329496,2.8928081671396892,5.555555555555555,0.00025,75.8973536491394
14,2.8937010124308005,4.8828900357284635,2.890652224752638,5.555555555555555,0.00025,75.91905784606934
15,2.8909084240374656,5.478364430329496,2.8905902915530737,5.555555555555555,0.00025,76.06366395950317
16,2.8916620865564773,5.6371576022231045,2.8904421859317355,5.555555555555555,0.00025,76.03814697265625
17,2.8919136012154185,6.272330289797538,2.893778732087877,5.555555555555555,0.00025,76.13680744171143
18,2.893124143203699,5.518062723302898,2.8905966016981335,5.555555555555555,0.00025,76.10451865196228
19,2.8914036125169478,5.00198491464867,2.8887302319208783,7.361111111111112,0.00025,76.21506834030151
20,2.8679409290221343,8.574831282254863,2.8484777159161037,7.916666666666666,0.00025,76.27573728561401
21,2.830161621950126,7.9793568876538306,2.825818165143331,11.11111111111111,0.00025,76.20951795578003
22,2.7896040319781212,9.210003969829298,2.798936602804396,10.972222222222221,0.00025,76.16569924354553
23,2.7549430868747735,9.726081778483525,2.7569407886928983,11.666666666666666,0.00025,76.18694043159485
24,2.7111404905625873,9.80547836443033,2.724737034903632,12.777777777777777,0.00025,76.167405128479
25,2.6762317508494586,11.67129813418023,2.6942633191744485,12.5,0.00025,76.21688747406006
26,2.638344715965698,13.021040095275904,2.6521977292166814,15.694444444444445,0.00025,76.32153224945068
27,2.5776873480095284,13.89440254069075,2.583378876580132,17.083333333333332,0.00025,76.22749710083008
28,2.498795448006406,17.149662564509725,2.5800819887055293,17.5,0.00025,76.16985082626343
29,2.4241042705981113,17.78483525208416,2.4983302527003817,17.36111111111111,0.00025,76.24383306503296
30,2.369289078093465,18.658197697499006,2.4208077920807733,17.77777777777778,0.00025,76.16591453552246
31,2.3095311609323463,21.159190154823342,2.3926325016551546,21.52777777777778,0.00025,76.2550859451294
32,2.2585800930165543,22.111949186184994,2.403140240245395,21.38888888888889,0.00025,76.23143148422241
33,2.1735961330746223,25.526002381897577,2.2936621427536013,25.416666666666664,0.00025,76.162433385849
34,2.1154066027512197,27.59031361651449,2.307780746618907,24.583333333333332,0.00025,76.31911039352417
35,2.0685777018684486,27.749106788408103,2.171790266036987,26.666666666666668,0.00025,76.163907289505
36,2.0032136236783673,30.091306073838826,2.1503404524591234,28.47222222222222,0.00025,76.20865178108215
37,1.9643780781949214,32.15561730845574,2.231660180621677,25.833333333333336,0.00025,76.18217968940735
38,1.9351979481317354,32.19531560142914,2.0801123393906487,30.416666666666664,0.00025,76.20290994644165
39,1.8627261664953532,34.41842000793966,2.0810707906881967,30.277777777777775,0.00025,76.14891290664673
40,1.8177231368965552,35.45057562524811,2.16780090464486,29.444444444444446,0.00025,76.18236899375916
41,1.7877270033928363,36.48273124255657,2.0843705627653333,31.52777777777778,0.00025,76.17799711227417
42,1.745340257090394,39.182215164747916,2.0407763567235735,32.361111111111114,0.00025,76.18053555488586
43,1.7016778928318304,38.70583564906709,2.0539993272887336,33.19444444444444,0.00025,76.16709184646606
44,1.6410322163302826,41.762604208019056,2.1363577942053475,29.72222222222222,0.00025,76.16281080245972
45,1.605263331950113,42.080190551806275,2.054588304625617,32.361111111111114,0.00025,76.16309762001038
46,1.5466350864540637,44.85907105994442,2.0141506082481806,35.55555555555556,0.00025,76.15639233589172
47,1.5179944392375029,46.3279078999603,2.0470149132940505,33.88888888888889,0.00025,76.19506788253784
48,1.45317604320302,47.83644303294958,2.0609738402896456,33.05555555555556,0.00025,76.1210925579071
49,1.3986732310934546,51.09170305676856,2.06869341995981,33.88888888888889,0.00025,76.15682291984558
50,1.3116983802321411,52.71933306867804,2.0902554521958034,34.166666666666664,0.00025,76.15993404388428
51,1.2674319509146184,55.18062723302898,2.128266492154863,35.41666666666667,0.00025,76.27745246887207
52,1.1963835143058628,56.76855895196506,2.0912134683794443,36.666666666666664,0.00025,76.1544976234436
53,1.1492830304315802,58.15799920603414,2.1214818894863128,38.333333333333336,0.00025,76.20976066589355
54,1.1136015054251098,59.78562921794362,2.063833364513185,39.861111111111114,0.00025,76.20029950141907
55,1.0495526292296617,61.37356093687971,2.0734253330363166,39.30555555555556,0.00025,76.22460055351257
56,0.9843379848293957,65.22429535529972,2.217563643720415,39.166666666666664,0.00025,76.14445447921753
57,0.9191342147866522,66.8916236601826,2.244552388952838,40.69444444444444,0.00025,76.2214994430542
58,0.8570973130269105,68.79714172290592,2.365232716500759,38.19444444444444,0.00025,76.18213200569153
59,0.8181635002239965,70.5438666137356,2.3478658500644896,39.166666666666664,0.00025,76.17728471755981
60,0.7568563019155083,72.48908296943232,2.425772565934393,39.02777777777778,0.00025,76.20330667495728
61,0.7225973313883591,74.31520444620881,2.4852942047847644,41.388888888888886,0.00025,76.15834903717041
62,0.659612890863854,76.61770543866614,2.4372351901398766,40.69444444444444,0.00025,76.21088123321533
63,0.6280316259947122,77.29257641921397,2.7117214696274865,38.05555555555556,0.00025,76.21571087837219
64,0.5836999124598532,79.6347757046447,2.628349857363436,42.083333333333336,0.00025,76.16400623321533
65,0.5507657858363784,80.74632790789997,2.651091669831011,41.66666666666667,0.00025,76.17855715751648
66,0.501030898605277,82.21516474791584,2.7966035294863913,40.97222222222222,0.00025,76.16001582145691
67,0.46154643834796677,84.75585549821358,2.9764467045664786,39.861111111111114,0.00025,76.17940258979797
68,0.4209936622022967,84.67645891226677,3.3249195557501583,38.88888888888889,0.00025,76.20300078392029
69,0.42120092539334875,84.79555379118699,3.338422431465652,39.72222222222222,0.00025,76.17956686019897
70,0.37916657319732394,86.62167526796348,3.0873706847429276,42.22222222222222,0.00025,76.1780002117157
71,0.35797202560507907,87.13775307661771,3.496142807851235,42.083333333333336,0.00025,76.28301072120667
72,0.3519956799059124,88.01111552203255,3.5170625663465924,40.55555555555556,0.00025,76.20330023765564
73,0.3227430398310873,88.48749503771339,3.4293151136073803,42.083333333333336,0.00025,76.20084571838379
74,0.30069823781528987,89.51965065502183,3.7058065863947074,41.388888888888886,0.00025,76.12712121009827
75,0.2860532762684629,89.63874553394204,3.9241302702162,41.80555555555556,0.00025,76.15381646156311
76,0.26987052411388174,90.9487892020643,3.819830019440916,40.55555555555556,0.000125,76.13498163223267
77,0.14077062297497075,95.43469630805875,3.7157241113483908,42.77777777777778,0.000125,76.20029497146606
78,0.09460489336458901,97.14172290591505,4.138313969307475,41.66666666666667,0.000125,76.1982593536377
79,0.08193782908097354,97.73719730051607,4.188322635264033,41.52777777777778,0.000125,76.19802665710449
80,0.06664851767448364,97.8562921794363,4.402145274231831,44.30555555555556,0.000125,76.18382453918457
81,0.06480428538647151,98.05478364430328,4.482361212703917,42.36111111111111,0.000125,76.16691851615906
82,0.0629848422116218,98.1341802302501,4.687265325316952,41.66666666666667,0.000125,76.20080089569092
83,0.05339476842700891,98.45176657403731,4.5953721321084435,42.916666666666664,0.000125,76.18043303489685
84,0.04786645044059112,98.2532751091703,4.703298753665553,43.333333333333336,0.000125,76.2415840625763
85,0.04804702360217569,98.65025803890433,5.184203085137738,41.52777777777778,0.000125,76.12329268455505
86,0.04316938240872271,98.88844779674474,5.101513746846467,42.916666666666664,6.25e-05,76.19745230674744
87,0.02105088067446577,99.36482731242556,5.02832593641813,44.583333333333336,6.25e-05,76.11967730522156
88,0.014981134544075299,99.52362048431918,5.093507703052213,42.083333333333336,6.25e-05,76.2035117149353
89,0.012368886374531823,99.64271536323938,5.08360695918608,45.416666666666664,6.25e-05,76.14293670654297
90,0.011440114149007261,99.8412068281064,5.076780932065513,43.19444444444444,6.25e-05,76.18114185333252
91,0.009426101242611166,99.88090512107979,5.3037581116995876,42.36111111111111,6.25e-05,76.20222997665405
92,0.008910719824582098,99.8412068281064,5.147658514862673,43.19444444444444,6.25e-05,76.20074319839478
93,0.007425816978185403,99.88090512107979,5.376692101778462,42.77777777777778,6.25e-05,76.1560389995575
94,0.011599150831527278,99.76181024215958,5.180159450234432,43.888888888888886,6.25e-05,76.24514675140381
95,0.009620593880987554,99.80150853513298,5.358308661183239,43.75,3.125e-05,76.1791319847107
96,0.0053569069478589465,99.9206034140532,5.376223120005387,42.916666666666664,3.125e-05,76.13923287391663
97,0.006643803934436813,99.88090512107979,5.464422322023246,42.36111111111111,3.125e-05,76.16130590438843
98,0.005830031227732762,99.9206034140532,5.496553804197659,42.916666666666664,3.125e-05,76.17497849464417
99,0.0038146990643202873,100.0,5.605819144596656,42.916666666666664,3.125e-05,76.16655397415161
100,0.0039090642214711325,99.9206034140532,5.4609118201394775,43.888888888888886,3.125e-05,76.15978121757507
