epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
1,2.902122200103033,4.9603174603174605,2.8934020598729453,5.555555555555555,0.001,77.90735673904419
2,2.8980080385056755,5.0396825396825395,2.8922298590342206,5.555555555555555,0.001,77.70573472976685
3,2.8988995907798647,5.119047619047619,2.8909643650054933,5.555555555555555,0.001,77.92780780792236
4,2.893513640146407,5.357142857142857,2.890907825364007,5.555555555555555,0.001,78.14023280143738
5,2.8960197335197813,5.476190476190476,2.8932314448886447,5.555555555555555,0.001,77.86387515068054
6,2.902756681139507,5.357142857142857,2.891652086046007,5.555555555555555,0.001,78.07197117805481
7,2.8930748167492095,5.396825396825397,2.8936085568534002,5.694444444444445,0.001,78.01400661468506
8,2.8330646847921703,8.769841269841269,2.757732537057665,10.277777777777777,0.001,78.09654760360718
9,2.7630568988739497,9.404761904761905,2.8059937768512304,8.333333333333332,0.001,78.01120948791504
10,2.731727005186535,9.325396825396826,2.715493615468343,10.13888888888889,0.001,78.17008566856384
11,2.7196080805763367,10.555555555555555,3.379533953136868,7.777777777777778,0.001,78.16504621505737
12,2.7071703025272913,9.642857142857144,2.870645923084683,9.166666666666666,0.001,78.13897275924683
13,2.6962553508697993,10.238095238095237,2.7124015337891048,10.0,0.001,78.23935627937317
14,2.6886320742349774,10.793650793650794,2.6682060294681125,10.0,0.0005,78.20615005493164
15,2.6568906216394335,10.515873015873016,2.6755531668663024,11.805555555555555,0.0005,78.2224178314209
16,2.64901127890935,11.11111111111111,2.6483092294798958,11.527777777777779,0.0005,78.27499485015869
17,2.6373281834617495,11.190476190476192,2.6062266707420347,11.25,0.0005,78.26189351081848
18,2.554284498048207,13.531746031746032,2.5850482291645474,14.027777777777779,0.0005,78.32957363128662
19,2.4938725675855364,15.03968253968254,2.5160627928045063,20.13888888888889,0.0005,78.31116390228271
20,2.380191960032024,20.07936507936508,2.409274999962913,21.11111111111111,0.0005,78.35666513442993
21,2.170928978919983,24.801587301587304,2.148188601599799,28.888888888888886,0.0005,78.2999358177185
22,2.024591865236797,29.325396825396826,2.1170356293519337,27.77777777777778,0.0005,78.27835988998413
23,1.9009718035894727,32.5,1.9474040124151442,31.52777777777778,0.0005,78.27478241920471
24,1.8114390299433754,35.992063492063494,1.8424546958671675,37.083333333333336,0.0005,78.38169384002686
25,1.7363564351248362,38.611111111111114,1.767588975528876,40.97222222222222,0.0005,78.41545963287354
26,1.6493716289126683,41.66666666666667,1.774256055553754,41.52777777777778,0.0005,78.4949426651001
27,1.5959327851022993,42.93650793650794,1.5672270211908552,47.083333333333336,0.0005,78.44738984107971
28,1.506991111853766,44.88095238095238,1.555530782457855,45.0,0.0005,78.42403221130371
29,1.4119092971559555,48.214285714285715,1.4166192342837651,50.55555555555556,0.0005,78.3760335445404
30,1.3309302517345973,51.150793650793645,1.3994420010182593,50.97222222222222,0.0005,78.48210167884827
31,1.2454649595987228,54.52380952380952,1.3125202775001525,54.58333333333333,0.0005,78.33940434455872
32,1.1820443151489137,57.97619047619048,1.3161880392995147,55.833333333333336,0.0005,78.39129185676575
33,1.1062127993220374,61.07142857142858,1.2986790395445293,58.88888888888889,0.0005,78.4696478843689
34,1.0408614612760998,63.37301587301587,1.2141233834127585,60.0,0.0005,78.37422323226929
35,0.9542445469470251,65.87301587301587,1.1727134653263622,60.97222222222223,0.0005,78.38863945007324
36,0.8973078956679692,68.37301587301587,1.1144292883574962,61.80555555555556,0.0005,78.40046977996826
37,0.8127786756507934,70.51587301587303,1.009707114348809,65.69444444444444,0.0005,78.40163278579712
38,0.7817531568426934,72.10317460317461,1.0203549813479185,65.55555555555556,0.0005,78.3895001411438
39,0.7209978005952306,74.48412698412699,0.9397561552003026,69.72222222222221,0.0005,78.41729593276978
40,0.684227817020719,74.84126984126985,0.9880279651946492,67.63888888888889,0.0005,78.4540765285492
41,0.6255759954215988,78.17460317460318,0.934105457427601,65.97222222222221,0.0005,78.44129180908203
42,0.5711756916746261,79.2063492063492,1.0415598796473609,65.69444444444444,0.0005,78.3766541481018
43,0.532822653036269,81.46825396825396,0.9495987300243642,69.16666666666667,0.0005,78.36826682090759
44,0.49126541914920957,83.13492063492063,0.9472708568908275,69.86111111111111,0.0005,78.39458441734314
45,0.455434068203682,83.25396825396825,0.9194087540109952,71.11111111111111,0.0005,78.33351230621338
46,0.41101784984034206,85.67460317460316,0.8561019588313583,74.58333333333333,0.0005,78.35759091377258
47,0.3816932494796458,86.5873015873016,0.9230849457730074,73.05555555555556,0.0005,78.47995042800903
48,0.4016742412769605,85.27777777777777,0.9721613070461899,73.33333333333333,0.0005,78.25727987289429
49,0.3386378848777404,87.57936507936508,0.9880804575268283,73.19444444444444,0.0005,78.30220794677734
50,0.34214687841752217,88.13492063492063,0.842447280143905,77.77777777777779,0.0005,78.42434978485107
51,0.34188884207387527,88.61111111111111,0.8986307985925426,75.0,0.0005,78.32001233100891
52,0.2851894754654033,90.35714285714286,0.9767650054728922,75.27777777777777,0.0005,78.29849243164062
53,0.28660311439178054,90.67460317460318,0.8831152081567173,77.08333333333334,0.0005,78.27957820892334
54,0.27187780963907404,90.95238095238095,0.9090714367623959,77.77777777777779,0.0005,78.33901739120483
55,0.2575663160706412,91.58730158730158,0.9350891958139578,77.77777777777779,0.0005,78.30699920654297
56,0.24621968087740242,91.58730158730158,1.015611242890979,75.69444444444444,0.00025,78.38085412979126
57,0.1456784025142302,94.64285714285714,0.8599732674608175,79.72222222222223,0.00025,78.29093909263611
58,0.09623458631778328,96.82539682539682,0.9022631576714047,79.16666666666666,0.00025,78.31802272796631
59,0.07350283571073622,97.73809523809524,0.9407167893916064,78.47222222222221,0.00025,78.25280952453613
60,0.06206579375660993,98.05555555555556,0.9104263335557637,81.38888888888889,0.00025,78.42687797546387
61,0.06059316016423206,98.01587301587301,0.9598924483974164,80.0,0.00025,78.26729226112366
62,0.058367590657444596,98.33333333333333,0.9802075021833945,81.11111111111111,0.00025,78.26570582389832
63,0.06995455175518088,97.93650793650794,1.0027277658199132,80.69444444444444,0.00025,78.34836411476135
64,0.05064258674579573,98.33333333333333,1.0260730194016812,81.11111111111111,0.00025,78.31493639945984
65,0.06401761864895918,97.97619047619047,1.087070312522125,80.41666666666667,0.00025,78.23067045211792
66,0.03869818431149248,98.69047619047619,1.2665428907255571,77.63888888888889,0.000125,78.29724645614624
67,0.032103940910221555,99.0873015873016,1.0639523756569462,80.27777777777779,0.000125,78.30025339126587
68,0.020456678346436958,99.40476190476191,1.0155218476927177,80.83333333333333,0.000125,78.255939245224
69,0.01612535853434695,99.60317460317461,1.0213151592576903,82.36111111111111,0.000125,78.28635859489441
70,0.013183150099653826,99.64285714285714,1.0516821237185063,81.94444444444444,0.000125,78.34451937675476
71,0.007414204294065481,99.8015873015873,0.9786691487218832,82.22222222222221,0.000125,78.32046055793762
72,0.01120025836765611,99.60317460317461,1.03227037477419,81.66666666666667,0.000125,78.32284903526306
73,0.02324646652410766,99.48412698412699,1.089240248679933,80.0,0.000125,78.31587815284729
74,0.01847670450006551,99.60317460317461,1.1078760579403075,80.83333333333333,0.000125,78.30411577224731
75,0.013438241316855835,99.64285714285714,1.0941727345391579,80.55555555555556,6.25e-05,78.392169713974
76,0.006921942889918379,99.76190476190476,1.0722269489777168,81.80555555555556,6.25e-05,78.24718689918518
77,0.005415163095685351,99.92063492063492,1.1069288181106711,81.52777777777777,6.25e-05,78.30390429496765
78,0.005882789817769662,99.84126984126985,1.0780740506395432,82.77777777777777,6.25e-05,78.29147744178772
79,0.004345595344784669,99.92063492063492,1.076693011567214,81.80555555555556,6.25e-05,78.32263469696045
80,0.007784743583013349,99.8015873015873,1.0664744510148163,82.36111111111111,6.25e-05,78.43920016288757
81,0.005291886304137965,99.88095238095238,1.0825479463407797,83.05555555555556,6.25e-05,78.37228417396545
82,0.006476025463433914,99.88095238095238,1.0754902488952438,81.94444444444444,6.25e-05,78.32480049133301
83,0.002436523494231681,99.96031746031746,1.1167978556475697,81.66666666666667,6.25e-05,78.26220107078552
84,0.012083305341721348,99.72222222222223,1.1150465355044843,80.41666666666667,6.25e-05,78.34139084815979
85,0.007789680215707435,99.84126984126985,1.0563792491862842,82.22222222222221,6.25e-05,78.35798692703247
86,0.004609933084871695,99.8015873015873,1.062334392247294,81.94444444444444,6.25e-05,78.26191806793213
87,0.0031482545093557933,99.92063492063492,1.0604373338199442,82.22222222222221,3.125e-05,78.33340454101562
88,0.0025457257068482583,99.96031746031746,1.0593305786931018,82.91666666666667,3.125e-05,78.25222611427307
89,0.006669642059607993,99.96031746031746,1.074161672233956,82.5,3.125e-05,78.21742510795593
90,0.00371855795056324,99.88095238095238,1.08210307449456,82.36111111111111,3.125e-05,78.42288780212402
91,0.0022979194841095054,99.96031746031746,1.076147317361372,82.63888888888889,3.125e-05,78.26967597007751
92,0.005283717562529741,99.88095238095238,1.0911757111141924,82.36111111111111,3.125e-05,78.30228662490845
93,0.0023974806532365504,99.96031746031746,1.0978019612521759,82.77777777777777,1.5625e-05,78.31006455421448
94,0.0023320430237820096,99.92063492063492,1.0655119085982,82.91666666666667,1.5625e-05,78.23759531974792
95,0.0017412148101869655,100.0,1.0955783313760397,82.77777777777777,1.5625e-05,78.30961465835571
96,0.002300777412557138,99.96031746031746,1.0571315299426411,82.77777777777777,1.5625e-05,78.2963240146637
97,0.001525816619134333,99.96031746031746,1.0610360663888843,82.91666666666667,1.5625e-05,78.25728988647461
98,0.0017488234399183605,100.0,1.0594625290154909,83.47222222222223,1.5625e-05,78.30666732788086
99,0.0010576203375291828,100.0,1.0559722617939467,84.02777777777779,1.5625e-05,78.31890654563904
100,0.0009969125977419488,100.0,1.049624762476603,83.61111111111111,1.5625e-05,78.38904786109924
